OBL;BAZA;TIMESTAMP;ATTRIBUTE;Модель;Пакет;Свойство;Значение;ЦветМП
0;RM;2025-05-18 18:38:31.000;;WLProgPlus14 1.50 Photo;PerfectVision Smart Sunactive UV Basic Skylight;Цвет ОЛ;WL_Brown_HPL_STB;Коричневый
0;RM;2025-05-18 18:38:31.000;;WLProgPlus14 1.50 Photo;PerfectVision Smart Sunactive UV Basic Skylight;Цвет ОЛ;WL_Grey_HPL_STG;Серый
0;RM;2025-05-18 18:38:31.000;;WLProgPlus14 1.50 Photo;PerfectVision Smart Sunactive UV Basic Skylight;Покрытия KEFF WL;HMCP;
0;RM;2025-05-18 18:38:31.000;;WLProgPlus14 1.50;PerfectVision Smart UV Basic Skylight;Покрытия KEFF WL;HMCP;
0;RM;2025-05-18 18:38:31.000;;WLProgPlus14 1.50;PerfectVision Smart UV Basic ISee;Покрытия KEFF WL;HMC;
0;RM;2025-05-18 18:38:31.000;;WLProgPlus14 1.50;PerfectVision Smart UV GradDark Basic Skylight;Покрытия KEFF WL;HMCP;
0;RM;2025-05-18 18:38:31.000;;WLProgPlus14 1.50;PerfectVision Smart UV GradDark Basic ISee;Покрытия KEFF WL;HMC;
0;RM;2025-05-18 18:38:31.000;;WLProgPlus14 1.50;PerfectVision Smart UV Dark Basic Skylight;Покрытия KEFF WL;HMCP;
0;RM;2025-05-18 18:38:31.000;;WLProgPlus14 1.50;PerfectVision Smart UV Dark Basic ISee;Покрытия KEFF WL;HMC;
0;RM;2025-05-18 18:38:31.000;;WLProgPlus14 1.50;PerfectVision Smart UV Basic Skylight Digital;Покрытия KEFF WL;HMCSB;
0;RM;2025-05-18 18:38:31.000;;WLProgPlus14 1.60 Photo;PerfectVision Smart Sunactive UV Slim Skylight;Цвет ОЛ;WL_Brown_HPL_STB;Коричневый
0;RM;2025-05-18 18:38:31.000;;WLProgPlus14 1.60 Photo;PerfectVision Smart Sunactive UV Slim Skylight;Цвет ОЛ;WL_Grey_HPL_STG;Серый
0;RM;2025-05-18 18:38:31.000;;WLProgPlus14 1.60 Photo;PerfectVision Smart Sunactive UV Slim Skylight;Покрытия KEFF WL;HMCP;
0;RM;2025-05-18 18:38:31.000;;WLProgPlus14 1.60;PerfectVision Smart UV Slim Skylight;Покрытия KEFF WL;HMCP;
0;RM;2025-05-18 18:38:31.000;;WLProgPlus14 1.60;PerfectVision Smart UV Slim ISee;Покрытия KEFF WL;HMC;
0;RM;2025-05-18 18:38:31.000;;WLProgPlus14 1.60;PerfectVision Smart UV GradDark Slim Skylight;Покрытия KEFF WL;HMCP;
0;RM;2025-05-18 18:38:31.000;;WLProgPlus14 1.60;PerfectVision Smart UV GradDark Slim ISee;Покрытия KEFF WL;HMC;
0;RM;2025-05-18 18:38:31.000;;WLProgPlus14 1.60;PerfectVision Smart UV Dark Slim Skylight;Покрытия KEFF WL;HMCP;
0;RM;2025-05-18 18:38:31.000;;WLProgPlus14 1.60;PerfectVision Smart UV Dark Slim ISee;Покрытия KEFF WL;HMC;
0;RM;2025-05-18 18:38:31.000;;WLProgPlus14 1.60;PerfectVision Smart UV Slim Skylight Digital;Покрытия KEFF WL;HMCSB;
0;RM;2025-05-18 18:38:31.000;;WLProgBasic11 1.50 Photo;PerfectVision Sunactive UV Basic Skylight;Цвет ОЛ;WL_Brown_HPL_STB;Коричневый
0;RM;2025-05-18 18:38:31.000;;WLProgBasic11 1.50 Photo;PerfectVision Sunactive UV Basic Skylight;Цвет ОЛ;WL_Grey_HPL_STG;Серый
0;RM;2025-05-18 18:38:31.000;;WLProgBasic11 1.50 Photo;PerfectVision Sunactive UV Basic Skylight;Покрытия KEFF WL;HMCP;
0;RM;2025-05-18 18:38:31.000;;WLProgBasic11 1.50 Photo;PerfectVision Sunactive UV Basic ISee;Цвет ОЛ;WL_Brown_HPL_STB;Коричневый
0;RM;2025-05-18 18:38:31.000;;WLProgBasic11 1.50 Photo;PerfectVision Sunactive UV Basic ISee;Цвет ОЛ;WL_Grey_HPL_STG;Серый
0;RM;2025-05-18 18:38:31.000;;WLProgBasic11 1.50 Photo;PerfectVision Sunactive UV Basic ISee;Покрытия KEFF WL;HMC;
0;RM;2025-05-18 18:38:31.000;;WLProgBasic11 1.50;PerfectVision Basic Skylight;Покрытия KEFF WL;HMCP;
0;RM;2025-05-18 18:38:31.000;;WLProgBasic11 1.50;PerfectVision Basic ISee;Покрытия KEFF WL;HMC;
0;RM;2025-05-18 18:38:31.000;;WLProgBasic11 1.50;PerfectVision UV GradDark Basic Skylight;Покрытия KEFF WL;HMCP;
0;RM;2025-05-18 18:38:31.000;;WLProgBasic11 1.50;PerfectVision UV GradDark Basic ISee;Покрытия KEFF WL;HMC;
0;RM;2025-05-18 18:38:31.000;;WLProgBasic11 1.50;PerfectVision UV Dark Basic Skylight;Покрытия KEFF WL;HMCP;
0;RM;2025-05-18 18:38:31.000;;WLProgBasic11 1.50;PerfectVision UV Dark Basic ISee;Покрытия KEFF WL;HMC;
0;RM;2025-05-18 18:38:31.000;;WLProgBasic11 1.50;PerfectVision UV Basic Skylight Digital;Покрытия KEFF WL;HMCSB;
0;RM;2025-05-18 18:38:31.000;;WLProgBasic11 1.60 Photo;PerfectVision Sunactive UV Slim Skylight;Цвет ОЛ;WL_Brown_HPL_STB;Коричневый
0;RM;2025-05-18 18:38:31.000;;WLProgBasic11 1.60 Photo;PerfectVision Sunactive UV Slim Skylight;Цвет ОЛ;WL_Grey_HPL_STG;Серый
0;RM;2025-05-18 18:38:31.000;;WLProgBasic11 1.60 Photo;PerfectVision Sunactive UV Slim Skylight;Покрытия KEFF WL;HMCP;
0;RM;2025-05-18 18:38:31.000;;WLProgBasic11 1.60;PerfectVision Slim Skylight;Покрытия KEFF WL;HMCP;
0;RM;2025-05-18 18:38:31.000;;WLProgBasic11 1.60;PerfectVision UV GradDark Slim Skylight;Покрытия KEFF WL;HMCP;
0;RM;2025-05-18 18:38:31.000;;WLProgBasic11 1.60;PerfectVision UV Dark Slim Skylight;Покрытия KEFF WL;HMCP;
0;RM;2025-05-18 18:38:31.000;;WLProgBasic11 1.60;PerfectVision UV Slim Skylight Digital;Покрытия KEFF WL;HMCSB;
0;RM;2025-05-18 18:38:31.000;;WLProgBasic15 1.50 Photo;PerfectVision Sunactive UV Basic Skylight;Цвет ОЛ;WL_Brown_HPL_STB;Коричневый
0;RM;2025-05-18 18:38:31.000;;WLProgBasic15 1.50 Photo;PerfectVision Sunactive UV Basic Skylight;Цвет ОЛ;WL_Grey_HPL_STG;Серый
0;RM;2025-05-18 18:38:31.000;;WLProgBasic15 1.50 Photo;PerfectVision Sunactive UV Basic Skylight;Покрытия KEFF WL;HMCP;
0;RM;2025-05-18 18:38:31.000;;WLProgBasic15 1.50 Photo;PerfectVision Sunactive UV Basic ISee;Цвет ОЛ;WL_Brown_HPL_STB;Коричневый
0;RM;2025-05-18 18:38:31.000;;WLProgBasic15 1.50 Photo;PerfectVision Sunactive UV Basic ISee;Цвет ОЛ;WL_Grey_HPL_STG;Серый
0;RM;2025-05-18 18:38:31.000;;WLProgBasic15 1.50 Photo;PerfectVision Sunactive UV Basic ISee;Покрытия KEFF WL;HMC;
0;RM;2025-05-18 18:38:31.000;;WLProgBasic15 1.50;PerfectVision Basic Skylight;Покрытия KEFF WL;HMCP;
0;RM;2025-05-18 18:38:31.000;;WLProgBasic15 1.50;PerfectVision Basic ISee;Покрытия KEFF WL;HMC;
0;RM;2025-05-18 18:38:31.000;;WLProgBasic15 1.50;PerfectVision UV GradDark Basic Skylight;Покрытия KEFF WL;HMCP;
0;RM;2025-05-18 18:38:31.000;;WLProgBasic15 1.50;PerfectVision UV GradDark Basic ISee;Покрытия KEFF WL;HMC;
0;RM;2025-05-18 18:38:31.000;;WLProgBasic15 1.50;PerfectVision UV Dark Basic Skylight;Покрытия KEFF WL;HMCP;
0;RM;2025-05-18 18:38:31.000;;WLProgBasic15 1.50;PerfectVision UV Dark Basic ISee;Покрытия KEFF WL;HMC;
0;RM;2025-05-18 18:38:31.000;;WLProgBasic15 1.50;PerfectVision UV Basic Skylight Digital;Покрытия KEFF WL;HMCSB;
0;RM;2025-05-18 18:38:31.000;;WLProgBasic15 1.60 Photo;PerfectVision Sunactive UV Slim Skylight;Цвет ОЛ;WL_Brown_HPL_STB;Коричневый
0;RM;2025-05-18 18:38:31.000;;WLProgBasic15 1.60 Photo;PerfectVision Sunactive UV Slim Skylight;Цвет ОЛ;WL_Grey_HPL_STG;Серый
0;RM;2025-05-18 18:38:31.000;;WLProgBasic15 1.60 Photo;PerfectVision Sunactive UV Slim Skylight;Покрытия KEFF WL;HMCP;
0;RM;2025-05-18 18:38:31.000;;WLProgBasic15 1.60;PerfectVision Slim Skylight;Покрытия KEFF WL;HMCP;
0;RM;2025-05-18 18:38:31.000;;WLProgBasic15 1.60;PerfectVision UV GradDark Slim Skylight;Покрытия KEFF WL;HMCP;
0;RM;2025-05-18 18:38:31.000;;WLProgBasic15 1.60;PerfectVision UV Dark Slim Skylight;Покрытия KEFF WL;HMCP;
0;RM;2025-05-18 18:38:31.000;;WLProgBasic15 1.60;PerfectVision UV Slim Skylight Digital;Покрытия KEFF WL;HMCSB;
0;RM;2025-05-18 18:38:31.000;;WL Reader I 0.75 1.50;Readers Basic Skylight;Покрытия KEFF WL;HMCS;
0;RM;2025-05-18 18:38:31.000;;WL Reader I 0.75 1.50;Readers Basic ISee;Покрытия KEFF WL;HMC;
0;RM;2025-05-18 18:38:31.000;;WL Reader I 0.75 1.50;Readers UV Basic Skylight Digital;Покрытия KEFF WL;HMCSB.2;
0;RM;2025-05-18 18:38:31.000;;WL Reader II 1.50 1.50;Readers Basic Skylight;Покрытия KEFF WL;HMCS;
0;RM;2025-05-18 18:38:31.000;;WL Reader II 1.50 1.50;Readers Basic ISee;Покрытия KEFF WL;HMC;
0;RM;2025-05-18 18:38:31.000;;WL Reader II 1.50 1.50;Readers UV Basic Skylight Digital;Покрытия KEFF WL;HMCSB.2;
0;RM;2025-05-18 18:38:31.000;;WL Reader II 1.50 1.60;Readers Slim Skylight;Покрытия KEFF WL;HMCS;
0;RM;2025-05-18 18:38:31.000;;WL Reader II 1.50 1.60;Readers UV Slim Skylight Digital;Покрытия KEFF WL;HMCSB.2;
0;RM;2025-05-18 18:38:31.000;;WLSf 1.50;GradDark UV Basic Skylight;Покрытия KEFF WL;HMCP;
0;RM;2025-05-18 18:38:31.000;;WLSf 1.50;GradDark UV Basic ISee;Покрытия KEFF WL;HMC;
0;RM;2025-05-18 18:38:31.000;;WLSf 1.50;Dark UV Basic Skylight;Покрытия KEFF WL;HMCP;
0;RM;2025-05-18 18:38:31.000;;WLSf 1.50;Dark UV Basic ISee;Покрытия KEFF WL;HMC;
0;RM;2025-05-18 18:38:31.000;;WLSf 1.50 Polar;Polarized UV Basic ISee;Цвет ОЛ;WL_Brown_HPL_POLABR;Коричневый
0;RM;2025-05-18 18:38:31.000;;WLSf 1.50 Polar;Polarized UV Basic ISee;Цвет ОЛ;WL_Grey_HPL_POLAGN;Серый
0;RM;2025-05-18 18:38:31.000;;WLSf 1.50 Polar;Polarized UV Basic ISee;Покрытия KEFF WL;HMC;
0;RM;2025-05-18 18:38:31.000;;WLSf 1.60;GradDark UV Slim Skylight;Покрытия KEFF WL;HMCP;
0;RM;2025-05-18 18:38:31.000;;WLSf 1.60;Dark UV Slim Skylight;Покрытия KEFF WL;HMCP;
0;RM;2025-05-18 18:38:31.000;;WLSf 1.60 Photo;Sunactive UV Slim Skylight;Цвет ОЛ;WL_Brown_HPL_STB;Коричневый
0;RM;2025-05-18 18:38:31.000;;WLSf 1.60 Photo;Sunactive UV Slim Skylight;Цвет ОЛ;WL_Grey_HPL_STG;Серый
0;RM;2025-05-18 18:38:31.000;;WLSf 1.60 Photo;Sunactive UV Slim Skylight;Покрытия KEFF WL;HMCP;
0;RM;2025-05-18 18:38:31.000;;WLSf 1.67;UltraSlim Skylight;Покрытия KEFF WL;HMCS;
0;RM;2025-05-18 18:38:31.000;;WLSVInd 1.50;Prime UV GradDark Basic Skylight Max;Покрытия KEFF WL;HMCSU;
0;RM;2025-05-18 18:38:31.000;;WLSVInd 1.50;Prime UV Dark Basic Skylight Max;Покрытия KEFF WL;HMCSU;
0;RM;2025-05-18 18:38:31.000;;WLSVInd 1.50 Photo;Prime Sunactive UV Basic Skylight Max;Цвет ОЛ;WL_Brown_HPL_STB;Коричневый
0;RM;2025-05-18 18:38:31.000;;WLSVInd 1.50 Photo;Prime Sunactive UV Basic Skylight Max;Цвет ОЛ;WL_Grey_HPL_STG;Серый
0;RM;2025-05-18 18:38:31.000;;WLSVInd 1.50 Photo;Prime Sunactive UV Basic Skylight Max;Покрытия KEFF WL;HMCSU;
0;RM;2025-05-18 18:38:31.000;;WLSVInd 1.50 PhotoDark;Prime Transition XtrActive UV Basic Skylight Max;Цвет ОЛ;WL_Brown_HPL_SENB;Серый
0;RM;2025-05-18 18:38:31.000;;WLSVInd 1.50 PhotoDark;Prime Transition XtrActive UV Basic Skylight Max;Цвет ОЛ;WL_Grey_HPL_SENG;Коричневый
0;RM;2025-05-18 18:38:31.000;;WLSVInd 1.50 PhotoDark;Prime Transition XtrActive UV Basic Skylight Max;Покрытия KEFF WL;HMCSU;
0;RM;2025-05-18 18:38:31.000;;WLSVInd 1.60;Smart UV GradDark Slim Skylight;Покрытия KEFF WL;HMCS;
0;RM;2025-05-18 18:38:31.000;;WLSVInd 1.60;Smart UV Dark Slim Skylight;Покрытия KEFF WL;HMCS;
0;RM;2025-05-18 18:38:31.000;;WLSVInd 1.60;Prime UV GradDark Slim Skylight Max;Покрытия KEFF WL;HMCSU;
0;RM;2025-05-18 18:38:31.000;;WLSVInd 1.60;Prime UV Dark Slim Skylight Max;Покрытия KEFF WL;HMCSU;
0;RM;2025-05-18 18:38:31.000;;WLSVInd 1.60 Photo;Prime Sunactive UV Slim Skylight Max;Цвет ОЛ;WL_Brown_HPL_STB;Коричневый
0;RM;2025-05-18 18:38:31.000;;WLSVInd 1.60 Photo;Prime Sunactive UV Slim Skylight Max;Цвет ОЛ;WL_Grey_HPL_STG;Серый
0;RM;2025-05-18 18:38:31.000;;WLSVInd 1.60 Photo;Prime Sunactive UV Slim Skylight Max;Покрытия KEFF WL;HMCSU;
0;RM;2025-05-18 18:38:31.000;;WLSVInd 1.60 PhotoDark;Prime Transition XtrActive UV Slim Skylight Max;Цвет ОЛ;WL_Brown_HPL_SENB;Коричневый
0;RM;2025-05-18 18:38:31.000;;WLSVInd 1.60 PhotoDark;Prime Transition XtrActive UV Slim Skylight Max;Цвет ОЛ;WL_Grey_HPL_SENG;Серый
0;RM;2025-05-18 18:38:31.000;;WLSVInd 1.60 PhotoDark;Prime Transition XtrActive UV Slim Skylight Max;Покрытия KEFF WL;HMCSU;
0;RM;2025-05-18 18:38:31.000;;WLSVInd 1.67;Prime UV GradDark UltraSlim Skylight Max;Покрытия KEFF WL;HMCSU;
0;RM;2025-05-18 18:38:31.000;;WLSVInd 1.67;Prime UV Dark UltraSlim Skylight Max;Покрытия KEFF WL;HMCSU;
0;RM;2025-05-18 18:38:31.000;;WLBifC28 1.50;Bifo Basic Skylight;Покрытия KEFF WL;HMCP;
0;RM;2025-05-18 18:38:31.000;;WLASf 1.60W HMCP STOC D/HD Slim SkyLight UV;HD UV Slim Skylight;Бренд;KEFF WL;
0;RM;2025-05-18 18:38:31.000;;WLSf 1.50W HMCP STOC D/Basic SkyLight;Basic Skylight;Бренд;KEFF;
0;RM;2025-05-18 18:38:31.000;;WLSf 1.60W HMC STOC D/Slim Isee;Slim ISee;Бренд;KEFF WL;
0;RM;2025-05-18 18:38:31.000;;WLSf 1.56W HMCP Photo/SunComfort Basic SkyLight UV;Sunactive UV Basic Skylight;Бренд;KEFF WL;
0;RM;2025-05-18 18:38:31.000;;WLSf 1.56W HMCP Photo/SunComfort Basic SkyLight UV;Sunactive UV Basic Skylight;Цвет тонировки ОЛ;Brown;Коричневый
0;RM;2025-05-18 18:38:31.000;;WLSf 1.56W HMCP Photo/SunComfort Basic SkyLight UV;Sunactive UV Basic Skylight;Цвет тонировки ОЛ;Grey;Серый
0;RM;2025-05-18 18:38:31.000;;WLSf 1.50W HMCSB STOC D/Basic SkyLight Digital UV;UV Basic Skylight Digital;Бренд;KEFF WL;
0;RM;2025-05-18 18:38:31.000;;WLSf 1.50W UC STOC D/Basic Simple;Basic Simple;Бренд;KEFF WL;
0;RM;2025-05-18 18:38:31.000;;WLSf 1.50W UC STOC D/Basic Simple;GradDark Basic Simple;Бренд;KEFF WL;
0;RM;2025-05-18 18:38:31.000;;WLSf 1.50W UC STOC D/Basic Simple;Dark Basic Simple;Бренд;KEFF WL;
0;RM;2025-05-18 18:38:31.000;;Hilux TrueForm 1.50 Sensity Dark;Smart Transition XtrActive UV Basic Skylight;Цвет ОЛ;Hoya Sensity Dark Grey;Серый
0;RM;2025-05-18 18:38:31.000;;Hilux TrueForm 1.50 Sensity Dark;Smart Transition XtrActive UV Basic Skylight;Цвет ОЛ;Hoya Sensity Dark Brown;Коричневый
0;RM;2025-05-18 18:38:31.000;;Hilux TrueForm 1.50 Sensity Dark;Smart Transition XtrActive UV Basic Skylight;Покрытия HOYA;"Hi-Vision LongLife UV Control ";
0;RM;2025-05-18 18:38:31.000;;Hilux TrueForm 1.60 Sensity Dark;Smart Transition XtrActive UV Slim Skylight;Цвет ОЛ;Hoya Sensity Dark Grey;Серый
0;RM;2025-05-18 18:38:31.000;;Hilux TrueForm 1.60 Sensity Dark;Smart Transition XtrActive UV Slim Skylight;Цвет ОЛ;Hoya Sensity Dark Brown;Коричневый
0;RM;2025-05-18 18:38:31.000;;Hilux TrueForm 1.60 Sensity Dark;Smart Transition XtrActive UV Slim Skylight;Покрытия HOYA;"Hi-Vision LongLife UV Control ";
0;RM;2025-05-18 18:38:31.000;;Pal Supreme Pref Flex 1.5;PerfectVision Smart UV Basic Skylight Digital;Покрытия KEFF Premium by Rodenstock;Hard Super-AR + Blue;
0;RM;2025-05-18 18:38:31.000;;Pal Supreme Pref Near 1.5;PerfectVision Smart UV Basic Skylight Digital;Покрытия KEFF Premium by Rodenstock;Hard Super-AR + Blue;
0;RM;2025-05-18 18:38:31.000;;SV Supreme 1.54 NV2 PHGY;Smart Sunactive UV Basic Skylight;Покрытия KEFF Premium by Rodenstock;Hard Super-AR+;
0;RM;2025-05-18 18:38:31.000;;SV Supreme 1.54 NV2 PHGY;Smart Sunactive UV Basic Skylight;Цвет ОЛ;Photogrey;Серый
0;RM;2025-05-18 18:38:31.000;;SV Supreme 1.54 NV2 PHGY;Smart Sunactive UV Basic ISee;Покрытия KEFF Premium by Rodenstock;Hard Super-AR;
0;RM;2025-05-18 18:38:31.000;;SV Supreme 1.54 NV2 PHGY;Smart Sunactive UV Basic ISee;Цвет ОЛ;Photogrey;Серый
0;RM;2025-05-18 18:38:31.000;;SV Supreme 1.54 NV2 PHBN;Smart Sunactive UV Basic Skylight;Покрытия KEFF Premium by Rodenstock;Hard Super-AR+;
0;RM;2025-05-18 18:38:31.000;;SV Supreme 1.54 NV2 PHBN;Smart Sunactive UV Basic Skylight;Цвет ОЛ;Photobrown;Коричневый
0;RM;2025-05-18 18:38:31.000;;SV Supreme 1.54 NV2 PHBN;Smart Sunactive UV Basic ISee;Покрытия KEFF Premium by Rodenstock;Hard Super-AR;
0;RM;2025-05-18 18:38:31.000;;SV Supreme 1.54 NV2 PHBN;Smart Sunactive UV Basic ISee;Цвет ОЛ;Photobrown;Коричневый
0;RM;2025-05-18 18:38:31.000;;SV Ultimate 1.50;Prime UV Basic Skylight Max;Покрытия KEFF Premium by Rodenstock;Hard Super-AR+;
0;RM;2025-05-18 18:38:31.000;;SV Ultimate 1.50;Prime UV Basic Skylight Max Digital;Покрытия KEFF Premium by Rodenstock;Hard Super-AR + Blue;
0;RM;2025-05-18 18:38:31.000;;SV Free Plus 1.0 1.60 NV2 PHGY;Zen Slim Sunactive UV Skylight;Покрытия KEFF Premium by Rodenstock;Hard Super-AR double+;
0;RM;2025-05-18 18:38:31.000;;SV Free Plus 1.0 1.60 NV2 PHGY;Zen Slim Sunactive UV Skylight;Цвет ОЛ;Photogrey;Серый
0;RM;2025-05-18 18:38:31.000;;SV Supreme Plus 1.0 1.50;Smart Zen Basic Skylight Digital;Покрытия KEFF Premium by Rodenstock;Hard Super-AR + Blue;
0;RM;2025-05-18 18:38:31.000;;SV Ultimate Plus 0.8 1.50;Prime Zen Basic Skylight Max;Покрытия KEFF Premium by Rodenstock;Hard Super-AR+;
0;RM;2025-05-18 18:38:31.000;;SV Ultimate Plus 0.8 1.50;Prime Zen UV Dark Basic Skylight Max;Покрытия KEFF Premium by Rodenstock;Hard Super-AR double+;
0;RM;2025-05-18 18:38:31.000;;SV Ultimate Plus 0.8 1.50;Prime Zen UV GradDark Basic Skylight Max;Покрытия KEFF Premium by Rodenstock;Hard Super-AR+;
0;RM;2025-05-18 18:38:31.000;;SV Ultimate Plus 0.8 1.50;Prime Zen Basic Skylight Max Digital;Покрытия KEFF Premium by Rodenstock;Hard Super-AR + Blue;
0;RM;2025-05-18 18:38:31.000;;SV Ultimate Plus 1.0 1.50;Prime Zen Basic Skylight Max;Покрытия KEFF Premium by Rodenstock;Hard Super-AR+;
0;RM;2025-05-18 18:38:31.000;;SV Ultimate Plus 1.0 1.50;Prime Zen UV Dark Basic Skylight Max;Покрытия KEFF Premium by Rodenstock;Hard Super-AR double+;
0;RM;2025-05-18 18:38:31.000;;SV Ultimate Plus 1.0 1.50;Prime Zen UV GradDark Basic Skylight Max;Покрытия KEFF Premium by Rodenstock;Hard Super-AR+;
0;RM;2025-05-18 18:38:31.000;;SV Ultimate Plus 1.0 1.50;Prime Zen Basic Skylight Max Digital;Покрытия KEFF Premium by Rodenstock;Hard Super-AR + Blue;
0;RM;2025-05-18 18:38:31.000;;SV Ultimate Plus 1.0 1.67;Prime Zen UltraSlim Skylight Max;Покрытия KEFF Premium by Rodenstock;Hard Super-AR double+;
0;RM;2025-05-18 18:38:31.000;;SV Ultimate Plus 1.0 1.67;Prime Zen UV Dark UltraSlim Skylight Max;Покрытия KEFF Premium by Rodenstock;Hard Super-AR double+;
0;RM;2025-05-18 18:38:31.000;;SV Ultimate Plus 1.0 1.67;Prime Zen UV GradDark UltraSlim Skylight Max;Покрытия KEFF Premium by Rodenstock;Hard Super-AR double+;
0;RM;2025-05-18 18:38:31.000;;Bifocal 1.5;Bifo Basic Skylight;Покрытия KEFF Premium by Rodenstock;Hard Super-AR+;
0;RM;2025-05-18 18:38:31.000;;Near Vision Ultimate Book 1.50;Readers Prime UV Basic Skylight Max;Покрытия KEFF Premium by Rodenstock;Hard Super-AR+;
0;RM;2025-05-18 18:38:31.000;;Near Vision Ultimate Book 1.50;Readers Prime UV Basic Skylight Max Digital;Покрытия KEFF Premium by Rodenstock;Hard Super-AR + Blue;
0;RM;2025-05-18 18:38:31.000;;Near Vision Ultimate Book 1.60;Readers Prime UV Slim Skylight Max;Покрытия KEFF Premium by Rodenstock;Hard Super-AR double+;
0;RM;2025-05-18 18:38:31.000;;Near Vision Ultimate Book 1.60;Readers Prime UV Slim Skylight Max Digital;Покрытия KEFF Premium by Rodenstock;Hard Super-AR + Blue;
0;RM;2025-05-18 18:38:31.000;;Near Vision Ultimate Book 1.67;Readers Prime UV UltraSlim Skylight Max;Покрытия KEFF Premium by Rodenstock;Hard Super-AR double+;
0;RM;2025-05-18 18:38:31.000;;Near Vision Ultimate Book 1.67;Readers Prime UV UltraSlim Skylight Max  Digital;Покрытия KEFF Premium by Rodenstock;Hard Super-AR + Blue;
0;RM;2025-05-18 18:38:31.000;;Near Vision Ultimate Office 1.50;Readers Prime UV Basic Skylight Max;Покрытия KEFF Premium by Rodenstock;Hard Super-AR+;
0;RM;2025-05-18 18:38:31.000;;Near Vision Ultimate Office 1.50;Readers Prime UV Basic Skylight Max Digital;Покрытия KEFF Premium by Rodenstock;Hard Super-AR + Blue;
0;RM;2025-05-18 18:38:31.000;;Near Vision Ultimate Office 1.60;Readers Prime UV Slim Skylight Max;Покрытия KEFF Premium by Rodenstock;Hard Super-AR double+;
0;RM;2025-05-18 18:38:31.000;;Near Vision Ultimate Office 1.60;Readers Prime UV Slim Skylight Max Digital;Покрытия KEFF Premium by Rodenstock;Hard Super-AR + Blue;
0;RM;2025-05-18 18:38:31.000;;Near Vision Ultimate Office 1.67;Readers Prime UV UltraSlim Skylight Max;Покрытия KEFF Premium by Rodenstock;Hard Super-AR double+;
0;RM;2025-05-18 18:38:31.000;;Near Vision Ultimate Office 1.67;Readers Prime UV UltraSlim Skylight Max  Digital;Покрытия KEFF Premium by Rodenstock;Hard Super-AR + Blue;
0;RM;2025-05-18 18:38:31.000;;Near Vision Ultimate Pc 1.50;Readers Prime UV Basic Skylight Max;Покрытия KEFF Premium by Rodenstock;Hard Super-AR+;
0;RM;2025-05-18 18:38:31.000;;Near Vision Ultimate Pc 1.50;Readers Prime UV Basic Skylight Max Digital;Покрытия KEFF Premium by Rodenstock;Hard Super-AR + Blue;
0;RM;2025-05-18 18:38:31.000;;Near Vision Ultimate Pc 1.60;Readers Prime UV Slim Skylight Max;Покрытия KEFF Premium by Rodenstock;Hard Super-AR double+;
0;RM;2025-05-18 18:38:31.000;;Near Vision Ultimate Pc 1.60;Readers Prime UV Slim Skylight Max Digital;Покрытия KEFF Premium by Rodenstock;Hard Super-AR + Blue;
0;RM;2025-05-18 18:38:31.000;;Near Vision Ultimate Pc 1.67;Readers Prime UV UltraSlim Skylight Max;Покрытия KEFF Premium by Rodenstock;Hard Super-AR double+;
0;RM;2025-05-18 18:38:31.000;;Near Vision Ultimate Pc 1.67;Readers Prime UV UltraSlim Skylight Max  Digital;Покрытия KEFF Premium by Rodenstock;Hard Super-AR + Blue;
0;RM;2025-05-18 18:38:31.000;;1.52 Stigmal 15;Basic Simple;Бренд;ESSILOR;
0;RM;2025-05-18 18:38:31.000;;HL 1.50C SHV STOC;Basic Skylight;Бренд;HOYA;
0;RM;2025-05-18 18:38:31.000;;WLASf 1.67W HMCP STOC D/HD Ultraslim Slim SkyLight UV;HD UV UltraSlim Skylight;Бренд;;
0;RM;2025-05-18 18:38:31.000;;WLSf 1.50W HMC STOC D/Basic Isee;Basic ISee;Бренд;KEFF WL;
0;RM;2025-05-18 18:38:31.000;;WLSf 1.60W HMCP STOC D/Slim SkyLight;Slim Skylight;Бренд;KEFF WL;
0;RM;2025-05-18 18:38:31.000;;WLSf 1.60W HMCSB STOC D/Slim SkyLight Digital UV;UV Slim Skylight Digital;Бренд;KEFF WL;
0;RM;2025-05-18 18:38:31.000;;HL 1.50C HVA STOC;Basic ISee;Бренд;HOYA;
0;RM;2025-05-18 18:38:31.000;;HL 1.50C UC STOC;Basic Simple;Бренд;HOYA;
0;RM;2025-05-18 18:38:31.000;;NL 1.60M HVA STOC;HD UV Slim ISee;Бренд;HOYA;
0;RM;2025-05-18 18:38:31.000;;Miyosmart 1.59;Kids Slim Skylight;Покрытия HOYA;HARD-MiyoSmart;
0;RM;2025-05-18 18:38:31.000;;Pal Supreme Pref Far 1.5;PerfectVision Smart UV Basic Skylight Digital;Покрытия KEFF Premium by Rodenstock;Hard Super-AR + Blue;
0;RM;2025-05-18 18:38:31.000;;SV Ultimate 1.54 NV2 PHGY;Prime Sunactive UV Basic Skylight Max;Покрытия KEFF Premium by Rodenstock;Hard Super-AR+;
0;RM;2025-05-18 18:38:31.000;;SV Ultimate 1.54 NV2 PHGY;Prime Sunactive UV Basic Skylight Max;Цвет ОЛ;Photogrey;Серый
